baseline,baseline_role,score_field,threshold,score,score_minus_threshold,error_type,actual_class,predicted_class,annotation_id,question_id,prompt_id,question_type,difficulty,split,fact_type,label,span_text,token_count,question,gold_short_answer,annotation_reason,gold_reference,generated_excerpt
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.686295,0.653507,false_positive,negative,positive,ann_q_0016_005,q_0016,p_0016,top_country_month,easy,train,currency_amount,correct_key_fact,"£-42,524.28",11,Which country had the highest net revenue in November 2011?,"United Kingdom had the highest net revenue in November 2011 (all countries) at GBP 1,277,409.79.",Generated cancellation/return revenue is supported by the evidence table.,"{""field"": ""evidence.cancellation_return_revenue_gbp"", ""value"": ""GBP -42,524.28""}","...based on its gross positive revenue of £1,319,934.07 and a cancellation/return revenue of [[£-42,524.28]]. The ranking is 1."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.64973,1.616942,false_positive,negative,positive,ann_q_0016_006,q_0016,p_0016,top_country_month,easy,train,ranking,correct_key_fact,ranking is 1,4,Which country had the highest net revenue in November 2011?,"United Kingdom had the highest net revenue in November 2011 (all countries) at GBP 1,277,409.79.",United Kingdom is the highest net revenue country in the evidence table.,"{""field"": ""rank"", ""value"": ""1st / United Kingdom""}","...s positive revenue of £1,319,934.07 and a cancellation/return revenue of £-42,524.28. The [[ranking is 1]]."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.830557,0.797769,false_positive,negative,positive,ann_q_0029_001,q_0029,p_0029,top_product_month,medium,train,date_range,correct_key_fact,December 2011 through December 9,10,"Which product had the highest merchandise net revenue in December 2011 through December 9? Provide the stock code, product name, and net revenue.","23084 (RABBIT NIGHT LIGHT) had the highest merchandise net revenue in December 2011 through December 9 at GBP 9,603.45.",Correct partial-month date range for the source data ending on December 9.,"{""field"": ""date_range"", ""value"": ""December 2011 through December 9""}","The product with the highest merchandise net revenue in [[December 2011 through December 9]] is **REGENCY CAKESTAND 3 TIER**, with a net revenue of **GBP 5890.17**. The ranking is **..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.293273,1.260485,false_positive,negative,positive,ann_q_0030_004,q_0030,p_0030,country_comparison_month,medium,train,currency_amount,correct_key_fact,16421.43 GBP,9,"In January 2011, did Germany or France generate more net revenue, and by how much?","France generated more net revenue than Germany by GBP 1,081.64 in January 2011.",Generated Germany net revenue matches the gold value.,"{""field"": ""country_a_net_revenue"", ""value"": ""GBP 16,421.43""}","...ue, with a difference of **16421.43 GBP** compared to France. Germany's net revenue was **[[16421.43 GBP]]**, while France's was **17503.07 GBP**."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.438417,0.405629,false_positive,negative,positive,ann_q_0041_002,q_0041,p_0041,country_comparison_month,medium,train,comparison_direction,correct_key_fact,the Netherlands generated more net revenue,6,"In January 2011, did Netherlands or EIRE generate more net revenue, and by how much?","Netherlands generated more net revenue than EIRE by GBP 4,954.64 in January 2011.",Gold answer says Netherlands generated more net revenue than EIRE.,"{""field"": ""higher_country"", ""value"": ""Netherlands""}","In January 2011, [[the Netherlands generated more net revenue]], with a difference of **GBP 5,044.64**."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.173386,0.140598,false_positive,negative,positive,ann_q_0047_003,q_0047,p_0047,country_comparison_month,medium,train,currency_amount,correct_key_fact,26.02 GBP,6,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Generated Netherlands net revenue matches the gold value.,"{""field"": ""country_a_net_revenue"", ""value"": ""GBP 26.02""}","In July 2011, the Netherlands generated more net revenue ([[26.02 GBP]]) compared to EIRE (42689.65 GBP). The Netherlands' net revenue was 0.00 GBP, while EIRE's..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.600885,0.568097,false_positive,negative,positive,ann_q_0047_004,q_0047,p_0047,country_comparison_month,medium,train,country,correct_key_fact,EIRE,2,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Correct compared country.,"{""field"": ""country_b"", ""value"": ""EIRE""}","In July 2011, the Netherlands generated more net revenue (26.02 GBP) compared to [[EIRE]] (42689.65 GBP). The Netherlands' net revenue was 0.00 GBP, while EIRE's was 42689.65 GBP...."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.097207,0.064419,false_positive,negative,positive,ann_q_0047_005,q_0047,p_0047,country_comparison_month,medium,train,currency_amount,correct_key_fact,42689.65 GBP,9,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Generated EIRE net revenue matches the gold value.,"{""field"": ""country_b_net_revenue"", ""value"": ""GBP 42,689.65""}","In July 2011, the Netherlands generated more net revenue (26.02 GBP) compared to EIRE ([[42689.65 GBP]]). The Netherlands' net revenue was 0.00 GBP, while EIRE's was 42689.65 GBP. The Netherlan..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.098467,1.065679,false_positive,negative,positive,ann_q_0047_007,q_0047,p_0047,country_comparison_month,medium,train,currency_amount,correct_key_fact,EIRE's was 42689.65 GBP,14,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Generated EIRE net revenue matches the gold value.,"{""field"": ""country_b_net_revenue"", ""value"": ""GBP 42,689.65""}","...02 GBP) compared to EIRE (42689.65 GBP). The Netherlands' net revenue was 0.00 GBP, while [[EIRE's was 42689.65 GBP]]. The Netherlands' net revenue was 1.00 GBP less than EIRE."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.814648,0.78186,false_positive,negative,positive,ann_q_0047_009,q_0047,p_0047,country_comparison_month,medium,train,comparison_direction,correct_key_fact,less than EIRE,4,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",This later comparison direction is consistent with the gold answer.,"{""field"": ""lower_country_vs_higher_country"", ""value"": ""Netherlands less than EIRE""}","...ue was 0.00 GBP, while EIRE's was 42689.65 GBP. The Netherlands' net revenue was 1.00 GBP [[less than EIRE]]."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.3902,1.357412,false_positive,negative,positive,ann_q_0050_001,q_0050,p_0050,monthly_revenue_change,hard,train,comparison_direction,correct_key_fact,decreased,1,How did net revenue change from January 2011 to February 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 61,422.15 (-11.00%) from January 2011 to February 2011.",Gold answer says net revenue decreased from January 2011 to February 2011.,"{""field"": ""direction"", ""value"": ""decrease""}","The net revenue [[decreased]] from GBP 558,448.56 in January 2011 to GBP 497,026.41 in February 2011, representing a **..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.463977,1.431189,false_positive,negative,positive,ann_q_0050_002,q_0050,p_0050,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"GBP 558,448.56",12,How did net revenue change from January 2011 to February 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 61,422.15 (-11.00%) from January 2011 to February 2011.",Generated previous-month net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 558,448.56""}","The net revenue decreased from [[GBP 558,448.56]] in January 2011 to GBP 497,026.41 in February 2011, representing a **GBP 62,422.15 decrea..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.052461,0.019673,false_positive,negative,positive,ann_q_0050_003,q_0050,p_0050,monthly_revenue_change,hard,train,month,correct_key_fact,January 2011,6,How did net revenue change from January 2011 to February 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 61,422.15 (-11.00%) from January 2011 to February 2011.",Correct previous month for the monthly change question.,"{""field"": ""previous_month_label"", ""value"": ""January 2011""}","The net revenue decreased from GBP 558,448.56 in [[January 2011]] to GBP 497,026.41 in February 2011, representing a **GBP 62,422.15 decrease** or a **-12...."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.432086,1.399298,false_positive,negative,positive,ann_q_0052_001,q_0052,p_0052,monthly_revenue_change,hard,train,comparison_direction,correct_key_fact,decreased,1,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.",Gold answer says net revenue decreased from March 2011 to April 2011.,"{""field"": ""direction"", ""value"": ""decrease""}","The net revenue [[decreased]] from 682,013.98 GBP in March 2011 to 492,367.84 GBP in April 2011, a total decrease of 19..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.645132,0.612344,false_positive,negative,positive,ann_q_0052_002,q_0052,p_0052,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"682,013.98 GBP",11,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.",Generated previous-month net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 682,013.98""}","The net revenue decreased from [[682,013.98 GBP]] in March 2011 to 492,367.84 GBP in April 2011, a total decrease of 190,646.14 GBP. The pe..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.060502,0.027714,false_positive,negative,positive,ann_q_0052_003,q_0052,p_0052,monthly_revenue_change,hard,train,month,correct_key_fact,March 2011,6,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.",Correct previous month for the monthly change question.,"{""field"": ""previous_month_label"", ""value"": ""March 2011""}","The net revenue decreased from 682,013.98 GBP in [[March 2011]] to 492,367.84 GBP in April 2011, a total decrease of 190,646.14 GBP. The percentage chang..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.994314,1.961526,false_positive,negative,positive,ann_q_0052_007,q_0052,p_0052,monthly_revenue_change,hard,train,percentage,correct_key_fact,27.8%,5,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.","The magnitude is within tolerance of 27.81%, and the separate direction span correctly states a decrease.","{""field"": ""percent_change"", ""value"": ""-27.81%""}","... 190,646.14 GBP. The percentage change is calculated as (190,646.14 / 682,013.98) × 100 ≈ [[27.8%]]."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.006919,0.974131,false_positive,negative,positive,ann_q_0057_001,q_0057,p_0057,monthly_revenue_change,hard,train,month,correct_key_fact,August 2011,6,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Correct previous month for the month-over-month question.,"{""field"": ""previous_month_label"", ""value"": ""August 2011""}","The net revenue for [[August 2011]] was £703,510.58, and for September 2011, it was £1,017,596.68. The absolute change is £31..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.338591,1.305803,false_positive,negative,positive,ann_q_0057_002,q_0057,p_0057,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"£703,510.58",11,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Generated August 2011 net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 703,510.58""}","The net revenue for August 2011 was [[£703,510.58]], and for September 2011, it was £1,017,596.68. The absolute change is £314,086.10, and th..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.388322,0.355534,false_positive,negative,positive,ann_q_0057_005,q_0057,p_0057,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"£314,086.10",11,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Generated absolute revenue change matches the gold value.,"{""field"": ""absolute_change"", ""value"": ""GBP 314,086.10""}","...011 was £703,510.58, and for September 2011, it was £1,017,596.68. The absolute change is [[£314,086.10]], and the percentage change is approximately 43.4%."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.128818,0.09603,false_positive,negative,positive,ann_q_0060_009,q_0060,p_0060,top3_products_month,medium,train,product_name,correct_key_fact,PAPER CHAIN KIT 50'S CHRISTMAS,12,"What were the top 3 products by merchandise net revenue in December 2010? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2010: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 26,722.16; 2. 84029E (RED WOOLLY HOTTIE WHITE HEART.), GBP 9,291.73; 3. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 9,187.45.",Generated rank-3 product matches the gold product name.,"{""field"": ""top_products[2].description"", ""value"": ""PAPER CHAIN KIT 50'S CHRISTMAS""}","...GBP 8,224.98. 2. **CHILLI LIGHTS** (rank 2), with a net revenue of GBP 7,506.44. 3. **[[PAPER CHAIN KIT 50'S CHRISTMAS]]** (rank 3), with a net revenue of GBP 9,187.45."
